0.00.103.631 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.104.317 I srv          init: The UI is disabled
0.00.104.318 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.105.061 W srv  llama_server: -----------------
0.00.105.063 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.105.063 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.105.063 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.105.063 W srv  llama_server: -----------------
0.00.106.605 I srv    load_model: loading model '/Users/alexsbryan/.sovereign/models/bakeoff/sweep-v2-7b/sweep-next-edit-v2-7b-q6_k.gguf'
0.00.385.619 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.01.811.402 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.01.816.229 I srv  llama_server: model loaded
0.01.816.233 I srv  llama_server: listening on http://127.0.0.1:8089
0.03.998.344 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
1.17.746.119 I slot print_timing: id  3 | task 2973 | prompt eval time =     464.66 ms /   199 tokens (    2.33 ms per token,   428.27 tokens per second)
1.17.746.122 I slot print_timing: id  3 | task 2973 |        eval time =    1301.15 ms /    66 tokens (   19.71 ms per token,    50.72 tokens per second)
1.17.746.123 I slot print_timing: id  3 | task 2973 |       total time =    1765.81 ms /   265 tokens
1.17.746.123 I slot print_timing: id  3 | task 2973 |    graphs reused =       2906
1.17.746.147 I slot      release: id  3 | task 2973 | stop processing: n_tokens = 264, truncated = 0
1.17.748.032 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 29993637936
1.17.748.048 I slot launch_slot_: id  2 | task 3040 | processing task, is_child = 0
1.19.807.510 I slot print_timing: id  2 | task 3040 | prompt eval time =     517.22 ms /   245 tokens (    2.11 ms per token,   473.68 tokens per second)
1.19.807.514 I slot print_timing: id  2 | task 3040 |        eval time =    1540.65 ms /    76 tokens (   20.27 ms per token,    49.33 tokens per second)
1.19.807.515 I slot print_timing: id  2 | task 3040 |       total time =    2057.88 ms /   321 tokens
1.19.807.515 I slot print_timing: id  2 | task 3040 |    graphs reused =       2979
1.19.807.534 I slot      release: id  2 | task 3040 | stop processing: n_tokens = 320, truncated = 0
1.19.809.687 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 29995586629
1.19.809.702 I slot launch_slot_: id  1 | task 3117 | processing task, is_child = 0
1.21.591.859 I slot print_timing: id  1 | task 3117 | prompt eval time =     461.83 ms /   217 tokens (    2.13 ms per token,   469.86 tokens per second)
1.21.591.862 I slot print_timing: id  1 | task 3117 |        eval time =    1318.34 ms /    66 tokens (   19.97 ms per token,    50.06 tokens per second)
1.21.591.862 I slot print_timing: id  1 | task 3117 |       total time =    1780.17 ms /   283 tokens
1.21.591.863 I slot print_timing: id  1 | task 3117 |    graphs reused =       3042
1.21.591.882 I slot      release: id  1 | task 3117 | stop processing: n_tokens = 282, truncated = 0
1.21.593.793 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 29997544378
1.21.593.809 I slot launch_slot_: id  0 | task 3184 | processing task, is_child = 0
1.23.159.960 I slot print_timing: id  0 | task 3184 | prompt eval time =     462.93 ms /   203 tokens (    2.28 ms per token,   438.51 tokens per second)
1.23.159.966 I slot print_timing: id  0 | task 3184 |        eval time =    1101.63 ms /    56 tokens (   19.67 ms per token,    50.83 tokens per second)
1.23.159.966 I slot print_timing: id  0 | task 3184 |       total time =    1564.56 ms /   259 tokens
1.23.159.967 I slot print_timing: id  0 | task 3184 |    graphs reused =       3095
1.23.159.986 I slot      release: id  0 | task 3184 | stop processing: n_tokens = 258, truncated = 0
1.23.161.771 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 29999313671
1.23.161.786 I slot launch_slot_: id  3 | task 3241 | processing task, is_child = 0
1.24.457.376 I slot print_timing: id  3 | task 3241 | prompt eval time =     411.75 ms /   163 tokens (    2.53 ms per token,   395.87 tokens per second)
1.24.457.379 I slot print_timing: id  3 | task 3241 |        eval time =     882.42 ms /    45 tokens (   19.61 ms per token,    51.00 tokens per second)
1.24.457.380 I slot print_timing: id  3 | task 3241 |       total time =    1294.17 ms /   208 tokens
1.24.457.380 I slot print_timing: id  3 | task 3241 |    graphs reused =       3138
1.24.457.397 I slot      release: id  3 | task 3241 | stop processing: n_tokens = 207, truncated = 0
1.24.468.082 I srv    operator(): operator(): cleaning up before exit...
