task,round,rank,url,noise_class,queue,recorded,replayed_outcome,spend,health,content_verdict,coverage,prose_line,reason,gold
59,1,44,https://pmc.ncbi.nlm.nih.gov/articles/PMC9532420,,16,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,10,https://www.audubon.org/news/lost-birds-rely-earths-magnetic-field-get-back-track,,17,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,15,https://www.researchgate.net/publication/21316492_Orientation_in_birds_The_sun_compass,,18,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,27,https://www.audubon.org/news/lost-birds-rely-earths-magnetic-field-get-back-track,,19,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,32,https://pmc.ncbi.nlm.nih.gov/articles/PMC4568659,,20,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,37,https://phys.org/news/2026-08-pulsed-radiofrequency-magnetic-fields-disorient.html,,21,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,48,https://www.sciencedirect.com/science/article/pii/S1574954125002274,,22,dead-refused,dead-refused,0,dead,n/a,0.0000,0,,false
59,1,54,https://www.emf-portal.org/en/article/22022,,23,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,56,https://www.mpg.de/6965131/magnetic-pulses-robins,,24,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,14,https://ssec.si.edu/stemvisions-blog/how-do-birds-navigate,,25,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,45,https://birdcast.org/new-methods-make-tracking-individual-birds-during-migration-possible,,26,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,51,https://humbirdy.com/blogs/entry-door-expert-guides/how-birds-navigate-migration-magnetic-fields-stars,,27,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,33,https://aa.usno.navy.mil/data/celnav,,28,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,35,https://www.scribd.com/document/363301318/Sights-of-Celestial-Object,,29,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,47,https://www.marineornithology.org/PDF/53_2/53_2_331-335.pdf,,30,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,43,https://esmed.org/recovery-strategies-for-electromagnetic-intolerance,,31,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,13,https://www.10000birds.com/bird-magnetic-sense-disrupted-by-human-emf.htm,,32,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,6,https://www.climatecentral.org/climate-matters/birds-at-risk-2026,,33,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,22,https://www.research.ed.ac.uk/files/105061936/journal.pcbi.1007123.pdf,,34,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,25,https://cordis.europa.eu/article/id/31425-european-robins-see-earths-magnetic-field,,35,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,46,https://digitalcommons.uri.edu/cgi/viewcontent.cgi?article=2837&context=theses,,36,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,59,https://astronavigationdemystified.com/2019/02/19/the-importance-of-morning-and-evening-star-sights,,37,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,41,https://apps.fcc.gov/els/GetAtt.html?id=171433&x=.,,38,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,21,https://www.nwf.org/Magazines/National-Wildlife/1999/Navigating-With-A-Built-In-Compass,,39,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,64,https://gmd.copernicus.org/articles/19/7705/2026,,40,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,29,https://pmc.ncbi.nlm.nih.gov/articles/PMC9564291,,41,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,63,https://barryyeoman.com/2019/10/going-the-distance-bird-migration,,42,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,38,https://books.allogy.com/v1/tenant/8/books/6bb33ad8-459f-42cc-ba9e-4d3c2c4b1e68,,43,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,39,https://interferencetechnology.com/man-made-electromagnetic-noise-disrupts-bird-navigation,,44,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,58,https://pierdusud.com/en/how-to-plan-your-star-sights,,45,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,61,https://www.arpansa.gov.au/understanding-radiation/what-is-radiation/non-ionising-radiation/radiofrequency-radiation,,46,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,1,55,https://www.ngdc.noaa.gov/geomag-web,,47,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,3,https://avesbiology.com/nav_orient.html,,1,fetched,admit,1,ok,admit,0.4444,3934,,false
59,2,1,https://journals.ansfoundation.org/index.php/jans/article/download/2684/2030/6901,,2,failed,fetch-failed,1,binary,n/a,0.0000,0,fetch https://journals.ansfoundation.org/index.php/jans/article/download/2684/2030/6901: Execution error: fetch https://journals.ansfoundation.org/index.php/jans/article/download/2684/2030/6901: non-text payload (application/pdf) — binary content refused (would poison the evidence window),false
59,2,2,https://news.cals.wisc.edu/2012/10/30/how-birds-find-their-way,,3,dedup-refused,dedup-refused,0,dedup,n/a,0.0000,0,,false
59,2,4,https://pmc.ncbi.nlm.nih.gov/articles/PMC12365788,,4,fetched,admit,1,ok,admit,0.1667,783,,false
59,2,8,https://www.researchgate.net/publication/281673037_Avian_Navigation_A_Combination_of_Innate_and_Learned_Mechanisms,,5,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
59,2,15,https://www.theguardian.com/science/2019/apr/06/scientists-suggest-human-body-may-detect-earths-magnetic-field,,6,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
59,2,17,https://pmc.ncbi.nlm.nih.gov/articles/PMC9151822,,7,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
59,2,27,https://theconversation.com/new-evidence-for-a-human-magnetic-sense-that-lets-your-brain-detect-the-earths-magnetic-field-113536,,8,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,39,https://www.science.org/content/article/humans-other-animals-may-sense-earth-s-magnetic-field,,9,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,6,https://pigeon.psy.tufts.edu/asc/Bingman/Default.htm,,10,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,7,https://www.allaboutbirds.org/news/the-basics-migration-navigation,,11,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,34,https://www.sciencetimes.com/articles/61515/20260323/bird-migration-navigation-how-birds-travel-thousands-miles-incredible-precision.htm,,12,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,30,https://pmc.ncbi.nlm.nih.gov/articles/PMC9546057,,13,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,36,https://www.hhmi.org/news/changing-circadian-clock-seasons,,14,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,41,https://www.biorxiv.org/content/10.64898/2026.04.08.717233v1,,15,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,18,https://sos.noaa.gov/catalog/datasets/earths-magnetic-field-compass-needles,,16,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,20,https://www.esa.int/Applications/Observing_the_Earth/FutureEO/Swarm/Swarm_reveals_growing_weak_spot_in_Earth_s_magnetic_field,,17,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,21,https://www.sciencedaily.com/releases/2026/02/260224023221.htm,,18,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,28,https://pmc.ncbi.nlm.nih.gov/articles/PMC9151822,,19,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,22,https://www.sciencedaily.com/releases/2018/07/180731125604.htm,,20,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,29,https://pure.mpg.de/rest/items/item_2197660_2/component/file_2197659/content,,21,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,13,https://pmc.ncbi.nlm.nih.gov/articles/PMC11226552,,22,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,38,https://www.fepblue.org/news/2020/04/28/17/49/internal-clock,,23,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,16,https://www.eneuro.org/content/6/2/ENEURO.0483-18.2019,,24,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,26,https://maglab.caltech.edu/human-magnetic-reception-laboratory,,25,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,5,https://www.encyclopedie-environnement.org/en/life/orientation-migratory-birds,,26,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,44,https://www.researchgate.net/publication/395408150_Intergenerational_transmission_of_problem_behavior_Genetic_and_environmental_pathways,,27,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,9,https://learn.genetics.utah.edu/content/basics/clockgenes,,28,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,33,https://www.ogtr.gov.au/sites/default/files/2024-10/dnir_list_august_2024.pdf,,29,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,10,https://www.communicatingpsychologicalscience.com/blog/your-inner-clock,,30,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,12,https://www.sleepfoundation.org/circadian-rhythm,,31,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,14,https://news.umich.edu/humans-are-seasonal-creatures-according-to-our-circadian-rhythms,,32,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
59,2,31,https://www.nature.com/articles/s41380-025-02981-7,,33,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,3,https://pennylane.ai/demos/tutorial_trapped_ions,,1,fetched,admit,1,ok,admit,0.4792,645,,false
62,1,1,https://simutechgroup.com/engineering-ion-trap-quantum-computers-at-scale,,2,fetched,admit,1,ok,admit,0.3958,563,,false
62,1,4,https://m-malinowski.github.io/2024/02/06/scaling-ions.html,,3,fetched,admit,1,ok,admit,0.3750,391,,false
62,1,63,https://link.aps.org/doi/10.1103/tk99-76gb,,4,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
62,1,105,https://quantumcomputing.stackexchange.com/questions/23650/how-to-calculate-the-number-of-qubits-in-surface-code-for-given-physical-error,,5,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
62,1,10,https://quantum-journal.org/papers/q-2024-11-07-1516,,6,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
62,1,12,https://thequantuminsider.com/2026/06/12/trapped-ion-quantum-computing-companies-technology-and-where-it-stands-in-2026,,7,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
62,1,5,https://quantumsystemsaccelerator.org/2025/06/10/trapped-ions,,8,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
62,1,41,https://postquantum.com/quantum-modalities/trapped-ion-qubits,,9,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
62,1,48,https://pmc.ncbi.nlm.nih.gov/articles/PMC9908934,,10,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
62,1,50,https://inspirehep.net/files/4ec90af54b0c2e961032d2bda1c61987,,11,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
62,1,53,https://link.aps.org/doi/10.1103/p3cy-8yjk,,12,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
62,1,54,https://www.quantinuum.com/blog/quantinuum-announces-a-world-record-in-fidelity-for-quantum-computing-qubits,,13,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,81,https://arxiv.org/html/2605.09580v2,,14,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,90,https://postquantum.com/quantum-modalities/trapped-ion-qubits,,15,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,104,https://www.researchgate.net/publication/368363526_A_high-fidelity_quantum_matter-link_between_ion-trap_microchip_modules,,16,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,27,https://tf.nist.gov/general/pdf/3181.pdf,,17,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,8,https://www.quantinuum.com/press-releases/quantinuum-launches-industry-first-trapped-ion-56-qubit-quantum-computer-that-challenges-the-worlds-best-supercomputers,,18,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,67,https://iontrap.duke.edu/files/2025/03/Accurate_measurement_of_the_12.6_GHz_clock_transition_in_trapped__sup_171_Yb_sup___ions.pdf,,19,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,16,https://link.aps.org/doi/10.1103/h4wk-v31j,,20,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,32,https://ui.adsabs.harvard.edu/abs/2024arXiv241103301R/abstract,,21,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,99,https://link.aps.org/doi/10.1103/h4wk-v31j,,22,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,17,https://entangledfuture.com/guides/trapped-ion-quantum-computing,,23,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,23,https://arxiv.org/html/2308.05071v2,,24,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,25,https://quantum-journal.org/papers/q-2024-11-07-1516,,25,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,39,https://www.patsnap.com/resources/blog/rd-blog/trapped-ion-quantum-computing-2026-patsnap-eureka,,26,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,40,https://entangledfuture.com/guides/trapped-ion-quantum-computing,,27,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,45,https://ar5iv.labs.arxiv.org/html/1904.04178,,28,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,89,https://arxiv.org/html/2308.05071v2,,29,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,26,https://iontrap.duke.edu/files/2025/03/forshit.pdf,,30,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,30,https://iontrap.physics.indiana.edu/papers/Donofrio2021.pdf,,31,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,44,https://cacm.acm.org/research/toward-systematic-architectural-design-of-near-term-trapped-ion-quantum-computers,,32,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,46,https://www.ionq.com/blog/achieving-remote-ion-ion-entanglement-paving-the-way-for-scalable-quantum,,33,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,66,https://www.quantummetrology.de/quaccs/research/multi-ion-clocks,,34,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,76,https://link.aps.org/doi/10.1103/PhysRevLett.96.253003,,35,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,87,https://www.abilityengineering.com/quantum-computing-cooling-system,,36,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,88,https://pennylane.ai/demos/tutorial_sc_qubits,,37,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,93,https://pubs.aip.org/aip/apr/article/6/2/021314/570103/Trapped-ion-quantum-computing-Progress-and,,38,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,97,https://arxiv.org/html/2601.08578v1,,39,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,102,https://arxiv.org/html/2510.07590,,40,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,108,https://www.researchgate.net/publication/260515587_Energy-Efficient_Superconducting_Computing-Power_Budgets_and_Requirements,,41,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,47,https://link.aps.org/doi/10.1103/PRXQuantum.4.040313,,42,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,64,https://arxiv.org/html/2408.13687v1,,43,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,78,https://www.research-collection.ethz.ch/bitstreams/bb700c66-a055-4ca6-8542-998181c65022/download,,44,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,106,https://www.researchgate.net/publication/48188629_Microfabricated_Ion_Traps,,45,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,107,https://www.semanticscholar.org/paper/Segmented-ion-trap-fabrication-using-high-precision-Ragg-Decaroli/ba2ad3254f8be01a0cfd8255d397dbb00bc88632,,46,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,28,https://pmc.ncbi.nlm.nih.gov/articles/PMC11349922,,47,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,31,https://arxiv.org/abs/2007.04149,,48,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,18,https://postquantum.com/quantum-research/oxford-qubit-gate-error,,49,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,22,https://www.ionq.com/blog/accelerating-towards-fault-tolerance-unlocking-99-99-two-qubit-gate,,50,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,49,https://russfein.substack.com/p/qubit-modalities-trapped-ions,,51,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,98,https://www.ionq.com/technology,,52,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,56,https://www.patsnap.com/resources/blog/rd-blog/topological-qubit-error-correction-2026-patsnap-eureka,,53,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,57,https://multiwaresolutions.com/blog/quantum-error-correction-surface-codes-in-2026-d488-2026-06-09,,54,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,58,https://quantumzeitgeist.com/what-is-the-surface-code,,55,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,61,https://www.ionq.com/blog/our-novel-efficient-approach-to-quantum-error-correction,,56,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,62,https://pmc.ncbi.nlm.nih.gov/articles/PMC9946823,,57,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,43,https://iontrap.duke.edu/page/2,,58,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,65,https://tf.nist.gov/general/pdf/3330.pdf,,59,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,70,https://www.semanticscholar.org/paper/High-Stability-Single-Ion-Clock-with-5.5%C3%9710%5E%7B-19%7D-Marshall-Castillo/2150eeb98a1b60a82851c552e9c88eb1ad7923fb/figure/0,,60,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,95,https://www.ionq.com/resources/quantum-computing-101-introduction-evaluation-applications,,61,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,6,https://www.nationalacademies.org/read/25196/chapter/9,,62,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,14,https://iontrap.duke.edu/category/uncategorized,,63,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,33,https://link.aps.org/doi/10.1103/PhysRevLett.132.133003,,64,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,35,https://www.ictp-saifr.org/wfqm2025,,65,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,52,https://www.nist.gov/programs-projects/quantum-networking-trapped-ions-optical-cavities,,66,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,72,https://www.frontiersin.org/journals/physics/articles/10.3389/fphy.2025.1597737/full,,67,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,74,https://www.nist.gov/document/112-sandia-styluspdf,,68,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,79,https://aip.scitation.org/doi/abs/10.1063/5.0082740,,69,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,80,https://arxiv.org/html/2112.09723v1,,70,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,85,https://patentpc.com/blog/quantum-computing-energy-consumption-how-sustainable-is-it-latest-data,,71,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,86,https://www.spinquanta.com/news-detail/what-is-cryogenic-quantum-computing-and-why-it-matters,,72,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,91,https://iontrap.duke.edu/publications/research-articles,,73,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,94,https://link.aps.org/doi/10.1103/PhysRevLett.102.170501,,74,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,69,https://www.researchgate.net/publication/386042163_Progress_on_cadmium-ion_and_ytterbium-ion_Microwave_Frequency_Standards_at_Tsinghua_University,,75,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,73,https://www.opticsjournal.net/Articles/GetArticlePDF/OJd28985dfbe606e6c,,76,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,96,https://quantumsystemsaccelerator.org/2025/06/10/trapped-ions,,77,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,109,https://tf.nist.gov/general/pdf/2182.pdf,,78,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,19,https://russfein.substack.com/p/qubit-modalities-trapped-ions,,79,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,60,https://errorcorrectionzoo.org/list/quantum_realizations,,80,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,9,https://www.spinquanta.com/news-detail/quantum-computer-manufacturers,,81,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,7,https://www.quantinuum.com/press-releases/quantinuum-proves-their-quantum-computers-will-scale-with-major-hardware-innovation,,82,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,15,https://qir.mit.edu/benchmarking,,83,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,21,https://www.oxionics.com/announcements/oxford-ionics-breaks-global-quantum-performance-records,,84,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,37,https://www.nits.ac.in/research/conferences,,85,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,38,https://www.otso.com.au,,86,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,55,https://nano-qt.com/passive-quantum-interconnects-are-intrinsically-robust-to-motion-induced-errors,,87,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,82,https://russfein.substack.com/p/are-quantum-computers-energy-hogs,,88,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,100,https://linkelab.umd.edu/research,,89,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,71,https://arxiv.org/pdf/2402.16807,,90,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,13,https://www.ionq.com/roadmap,,91,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,34,https://arxiv.org/list/cond-mat.str-el/new,,92,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,75,https://escholarship.org/content/qt8vx3307d/qt8vx3307d.pdf,,93,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,101,https://arxiv.org/list/cond-mat/new,,94,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
62,1,103,https://arxiv.org/list/math/new,,95,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,17,https://www.technavio.com/report/precision-agriculture-market-industry-analysis,,1,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
65,1,1,https://www.mdpi.com/2073-4395/15/11/2518,,2,failed,fetch-failed,1,http-status,n/a,0.0000,0,fetch https://www.mdpi.com/2073-4395/15/11/2518: Execution error: HTTP 403 Forbidden for https://www.mdpi.com/2073-4395/15/11/2518,false
65,1,2,https://www.semanticscholar.org/paper/High-Resolution-3D-Crop-Reconstruction-and-Analysis-Yang-Cho/bd837ce6796367b090ff5e8a0e63d113c8c2ddd5,,3,fetched,content-refused,1,ok,content-refused,0.0000,0,empty-content,false
65,1,30,https://www.newswise.com/articles/new-deep-learning-model-sharpens-accuracy-in-wheat-spike-counting,,4,never-fetched,fetched-content-unknown,1,ok,content-unknown,0.0000,0,no recorded content,false
65,1,3,https://pmc.ncbi.nlm.nih.gov/articles/PMC13109325,,5,fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,10,https://www.sphericalinsights.com/reports/agriculture-robots-market,,6,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,11,https://www.psmarketresearch.com/market-analysis/agricultural-robots-market-report,,7,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,12,https://www.grandviewresearch.com/industry-analysis/agriculture-4-market-report,,8,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,16,https://www.fortunebusinessinsights.com/agricultural-robots-market-109044,,9,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
65,1,24,https://www.sciencedirect.com/science/article/abs/pii/S0168169918305829,,10,never-fetched,not-attempted-round-cap,0,round-cap,n/a,0.0000,0,,false
